class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,41510,na,1712,1472,0,0,0,0,0,0,2576,221206,1895790,602416,27912,1578,1342842,1792,0,0,0,0,2294862,1926872,572060,318842,0,0,0,0,3888,374,0,0,0,0,0,55786,977424,1625858,92410,0,3534,2684,4416,145660,1948058,646860,266,0,0,0,1001012,555966,220866,167430,138500,159300,141186,360192,7026,0,2867354,88,340,266,16,1342842,49450,267264,303064,230680,265740,na,na,na,na,na,na,70420,41510.11,2867354,2867354,2841204,20176,186,39958,442840,2751478,1209600,82842,0,172,0,2403333.12,0,344844.48,0,0,0,0,0,6706,783442,1557320,382652,17736,3312,310,330,344,2867354,na,4742,394,8430,158676,116904,1530668,916186,15322,156,0,3134,1288,2388556,61288,6,50,0,0,2413554,1684,186,0,0,0,0,0,0,0,0,27828,23572,5060,0,0,106604,16270,33100,4794,0,0,0,0,1957430,753.96,1040,360214,538184,366902,167662,370730,378346,279654,163306,126480,0,0,0
neg,24,na,74,48,0,0,0,0,0,0,68,4502,3010,0,0,0,3402,0,0,0,0,0,7422,5808,18474,254,0,0,0,0,42,72,0,0,0,0,0,0,0,0,7580,0,50,32,16,20,1064,6398,0,0,0,0,5540,830,280,146,98,54,128,430,68,6,25914,2,8,0,0,3402,204,16162,2282,na,na,na,na,na,na,na,na,18300,23.59,25914,25914,27454,32,0,2514,25740,7580,1209600,582,0,4,0,3168,0,3408.96,0,16,0,0,0,3050,3448,980,102,0,0,0,4,8,25914,na,1010,12,36,140,1124,4136,1122,0,0,0,66,154,3562,216,0,0,0,0,3580,40,52,0,0,0,0,0,0,0,0,160,0,0,1980,820,182,58,20,2,0,52,0,0,0,39.76,48,4644,2220,316,78,88,40,32,162,0,0,0,0
neg,59638,na,184,160,0,0,0,0,0,0,36398,976510,2158576,622106,44876,2940,1605222,0,0,0,0,0,3354126,2841354,668522,440210,0,0,0,0,292,64,0,0,0,0,0,34774,1651572,2155060,0,0,2102,816,1100,57452,2236262,1539846,3828,0,0,0,1355344,888064,366600,285172,229230,192452,207100,313596,3848,0,4023252,48,60,156,20,1605222,50676,378086,289228,225760,161120,201740,na,na,na,na,na,73560,59637.03,4023252,4023252,4018456,24009.0,6368,33342,387440,3841406,1209600,107204,0,76,0,3409679.04,0,425047.68,0,0,0,0,12340,290352,1581124,1554574,375900,23542,3394,180,8,12,4023252,na,4744,620,65846,233806,128262,2809546,567862,30544,176,0,348,176,2945022,31244,0,3482,0,36,3440812,2156,238,0,0,0,0,0,0,0,0,28972,59984,14522,0,0,151740,25128,1565300,209278,0,0,0,0,0,1301.06,1366,449774,556302,562700,359426,775440,666942,357384,103686,9752,0,0,0
neg,6,na,12,12,0,0,0,0,0,0,22,0,4244,0,0,0,1816,0,0,0,0,0,6752,5308,7328,552,0,0,0,0,0,0,0,0,0,0,0,0,4266,0,0,0,38,32,40,64,2388,1704,0,0,0,0,3716,384,106,38,12,6,4,0,0,0,14094,0,0,0,0,1816,100,5950,1368,na,na,na,na,na,na,na,na,7260,6.38,14094,14094,17934,7.0,0,1362,14040,4266,1209600,278,2,4,0,1254.72,13.44,2972.16,0,0,0,0,0,0,1544,2294,336,92,0,0,6,10,14094,na,48,8,18,316,512,2000,750,546,68,0,18,0,1970,44,0,0,0,16,2072,38,48,0,0,0,1916,0,0,0,0,70,0,0,0,0,56,20,4020,390,17962,24,0,0,0,18.72,22,3102,1132,32,0,0,0,0,0,0,0,0,0
neg,39164,na,2130706438,342,0,0,0,0,0,0,80478,1243174,949530,116014,1626,0,1048190,0,0,0,1762,3468,2281352,2056952,293462,169898,0,0,0,0,702,172,0,0,0,0,0,89342,1853022,117544,330914,0,1440,384,658,832,26590,2359704,1214,0,0,0,708686,491814,301680,291230,258414,181442,136254,21302,0,0,2577278,0,22,122,0,1048190,22718,160028,132502,101340,171640,na,na,na,na,na,na,14520,39163.55,2577278,2577278,2575524,11370,83600,11910,151400,2390822,1209600,93206,2,102,0,2164287.36,0,223923.84,0,464,0,0,8126,303196,1141960,700518,207708,25184,3968,162,16,26,2577278,na,3848,594,2376,157782,67436,1589270,564968,4548,0,0,494,406,1707598,59814,0,356,0,56,2194646,2790,312,0,0,0,0,0,0,0,0,13566,21462,13146,0,0,39782,8988,11192160,1293694,0,0,0,0,1200180,1172.84,1336,246118,426482,333152,155958,289296,267234,196892,145320,310220,20150,0,0
neg,35802,0,2130706432,512,320,306,0,0,0,0,398776,1479242,358220,36176,2894,412,1047420,0,82,0,5340,8252,2117230,1891776,544174,181910,0,0,0,0,268,1628,0,0,0,0,0,0,22814,1636078,616828,0,2250,2034,3052,4774,9466,2167554,86590,0,0,0,1077230,363990,215424,141260,106160,85108,69878,56626,29652,130392,2667234,566,1830,2542,0,1047420,27528,369150,173388,190140,264340,na,na,na,na,na,na,84860,35802.67,2667234,2667234,2762968,11597.0,86,21736,242340,2282568,1209600,72408,2,80,0,1967808,1807.68,309927.36,146,682,0,0,36992,307832,662898,683546,317300,192434,68092,6626,72,214,2667234,0,3860,478,115604,192040,74700,1093154,780630,15114,138,2,424,3014,1954974,616172,0,118,0,0,1992626,2086,528,0,0,30,1842,0,0,0,0,13904,12696,4638,5806858,693430,77352,13220,6013940,603038,2593278,18340,0,0,0,12.54,1604,327532,340928,297444,158310,259628,136966,247352,496460,11100,0,0,0
neg,22980,na,822,616,0,0,0,0,0,0,258,137502,1072240,808894,115204,2026,864126,0,0,0,0,0,1762222,1445352,434134,285328,0,0,0,0,1252,954,0,0,0,0,0,0,1991254,91136,53734,0,1424,982,804,8936,1409310,712976,1692,0,0,0,1282382,373958,155790,95442,66412,140604,21536,0,0,0,2196640,0,90,316,36,864126,30730,139668,293192,244160,na,na,na,na,na,na,na,186800,22979.17,2196640,2196640,2191440,8423.0,102466,96368,983560,2136124,1209600,66316,2,104,0,1484323.2,23418.24,627027.84,0,0,0,0,0,10746,450602,1045018,577352,48284,3892,230,370,386,2196640,na,2356,334,49984,587540,86130,697724,701836,10186,34,0,696,1968,1141492,46518,0,192922,0,38,1507602,2622,396,0,0,510,23606,0,0,0,0,16172,16518,3226,0,0,75204,12250,910920,219962,0,0,0,0,0,651.98,704,681938,511680,191772,73262,140098,114012,116308,97934,200626,8494,0,0
neg,40996,na,5868,4738,0,0,0,0,0,0,3982,579796,2995192,809528,28992,0,1907610,3958,0,0,0,0,2793842,1187190,1880770,1471210,0,0,468,0,8558,1962,0,0,0,0,17080,1696790,2703620,0,0,0,5874,4510,6682,580038,3062650,757434,302,0,0,0,2378990,736550,308130,234582,242790,379394,137054,0,0,0,4675774,0,418,94,114,1907610,85006,496050,1376974,567860,491440,386700,na,na,na,na,na,421720,40995.57,4675774,4675774,4664922,21192,13634,93094,1034600,4417490,1209600,214772,4,90,0,3445363.2,52395.84,915017.28,0,0,0,0,0,7806,697284,2108294,1425890,149806,24508,3902,50,224,4675774,na,7878,1396,269800,727564,253956,2051836,1090110,14872,78,0,10162,5912,2887422,40380,0,1094,0,34,3481778,9980,324,0,0,4580,55992,0,0,0,0,67366,48866,7396,0,0,122038,32602,1320700,206450,0,0,0,0,1319730,2259.72,2578,1030378,1731636,541910,247622,363602,240502,137510,76624,47698,8,0,0
neg,38194,na,98,96,0,0,0,0,0,0,170,493530,1314232,440298,9096,0,996096,0,0,0,0,0,2009904,1758970,367484,214568,0,0,0,0,408,34,0,0,0,0,0,26098,1250814,980414,0,0,1588,542,820,66844,1648380,539134,18,0,0,0,625692,620134,247144,229858,203074,154802,135576,41046,0,0,2377638,46,72,266,4,996096,26816,220706,143874,205940,na,na,na,na,na,na,na,158080,38194.8,2377638,2377638,2373458,14328,1510,114264,1164440,2257326,1209600,57992,0,88,0,2022045.12,0,233989.44,0,0,0,0,0,114936,936108,1053944,140104,9468,2690,76,6,16,2377638,na,2246,344,1934,119420,49056,1360620,718512,5122,72,0,142,112,2009112,21696,0,266,0,0,2040946,1072,76,0,0,0,0,0,0,0,0,13876,35934,6634,0,0,68832,10770,120740,16240,0,0,0,0,0,983.06,702,244610,297838,260954,143976,343888,350088,290680,163570,160508,1214,0,0
neg,29092,na,330,304,0,0,0,0,0,0,352,97202,1249800,600552,42098,2072,945838,0,0,0,0,0,1905220,1721468,485780,142702,0,0,0,0,1036,224,0,0,0,0,0,26822,718072,713362,533820,0,1370,908,1560,53978,1215730,718396,134,0,0,0,781984,376746,144706,105652,81176,65114,69682,295284,71720,12,2391318,90,82,100,26,945838,24818,352990,132288,233900,na,na,na,na,na,na,na,248260,29092.03,2391318,2391318,2391388,15045.0,4220,115846,1177560,1992076,1209600,57806,0,328,0,1592037.12,0,398549.76,0,0,0,0,0,7130,467964,1149276,354662,11058,1856,130,1080,1106,2391318,na,2724,278,31154,221748,102550,1136920,485358,11196,148,0,478,638,1575004,29216,52,928,0,3174,1624546,1272,234,0,0,0,0,0,0,0,0,13100,27040,4804,0,0,55528,11030,70540,17416,0,0,0,0,0,754.9,838,415264,332768,214174,103376,208246,178046,142794,107088,263720,26600,0,0
neg,31442,na,0,na,0,0,0,0,0,0,596,883058,2684938,1502234,142134,1114,2465276,0,0,0,0,0,4692950,4234968,585982,425110,0,0,18824,0,0,0,0,0,0,0,0,176326,4719750,94172,223826,0,3188,416,710,67136,4323572,819046,6,0,0,0,3140654,825520,479132,207334,148514,140116,269362,3442,0,0,5279068,0,796,304,2,2465276,63216,158210,426102,132880,121540,130160,145460,na,na,na,na,51780,31442.52,5279068,5279068,5287896,15485.0,894012,41896,436280,5214074,1209600,0,na,na,na,2272747.2,2905214.4,30839.04,0,0,0,0,0,53314,325542,1931534,2472390,420040,10614,640,na,114,5279068,na,4880,518,129862,1914636,396484,1760012,986016,21666,0,0,na,na,na,na,na,na,na,na,na,5820,1082,0,0,0,0,0,0,30952630,5148894,39886,37770,6586,0,0,115756,15942,4474020,1150546,0,0,0,0,3177150,1048.24,1068,2967084,879524,427406,164294,280280,144054,134076,94938,121516,902,0,0
neg,41378,na,1896,1568,0,0,0,0,0,0,504,134532,2045380,687322,63156,2262,1312468,20362,0,0,0,0,2492820,2028868,606634,392420,0,0,0,0,8334,844,0,0,0,0,0,40514,744444,2035704,112494,0,2052,582,1062,24706,2117534,787088,132,0,0,0,1103426,639898,234230,167490,134726,120030,158716,374270,370,0,3100120,20,42,430,2,1312468,47236,299664,305570,215600,235020,na,na,na,na,na,na,148980,41378.46,3100120,3100120,3101374,20118,66088,63136,673580,2933156,1209600,98082,0,162,0,2565774.72,0,364842.24,0,0,0,0,0,4018,518616,1779654,592704,30212,7546,406,842,860,3100120,na,4948,716,100170,227844,211788,1877702,498088,11728,172,0,2918,2742,2094296,98146,42,10450,0,0,2585048,2752,284,0,0,0,0,0,0,0,0,25988,30746,4892,0,0,111114,22532,756760,257864,0,0,0,0,747290,1261.3,1616,387866,753254,462752,183424,316328,262550,186302,128522,219366,32792,0,0
pos,819668,na,512,510,0,0,0,160,321340,2597214,4614848,4681308,987326,31262,850,0,20243730,6288,0,na,4598012,6810510,38684480,36823934,12814674,4635406,8,0,0,0,3156,688,0,0,0,0,0,0,0,4712126,8522182,0,39796,24072,26700,35388,2999840,10108510,2,0,0,0,2995838,4278174,2192134,1404878,845068,586920,509722,284044,76012,61518,56114890,2494,5754,1026,1026,20243730,655322,5310240,7463864,440080,332960,353620,361940,291940,339320,372260,368800,112720,819668.15,56114890,56114890,14193038,65600,27084,na,316680,13234308,1209600,142474,336,42,0,45812651.52,0,5933211.84,774,3376,28522,1216394,3840566,5089134,2417368,504556,106464,27904,3392,8,138,142,56114890,na,18948,3216,776508,1009658,1144900,9303908,941420,35734,16,0,652,4932,1294256,1017348,1868,7586,0,0,2989542,10190,286,0,0,0,0,0,0,0,0,461140,14234,3440,0,0,132286,21576,8632860,898600,0,0,0,0,0,10827.76,9648,1999916,2320194,1335248,765556,1430912,3952928,645060,750132,34080,282,0,0
neg,28914,na,2054,1872,0,0,0,0,0,0,37848,1643970,1537484,524516,2216,0,1575298,0,0,0,0,0,3066322,2146170,1090816,747996,0,0,39388,0,9824,534,0,0,0,0,0,0,1008530,2737504,0,0,6676,4116,4580,523202,2185530,1021274,656,0,0,0,1631480,646254,193826,147024,127076,139074,306944,549836,4520,0,4159192,0,256,436,6,1575298,62964,440284,647766,316380,325880,305460,na,na,na,na,na,125680,28913.46,4159192,4159192,4100044,26347.0,3876,37746,510220,3746034,1209600,145918,2,130,0,2803571.52,99.84,920904,0,0,0,0,0,53950,767460,1897016,928860,81440,16464,844,172,206,4159192,na,12692,1624,150436,629224,232172,1747910,949276,22330,370,0,2458,1174,2730136,68766,0,2760,0,48,2859812,8678,750,0,0,0,116,0,0,0,0,47576,10736,6060,0,0,66314,13262,3510180,386980,0,0,0,0,0,3346.52,3858,971024,1671542,464158,143828,174690,125834,95102,56956,42822,78,0,0
neg,39666,na,48,36,0,0,na,na,na,na,na,na,na,na,na,na,1132448,0,0,0,1134,1766,2006924,1825412,631248,138990,0,0,0,0,86,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2639698,408,500,4358,6,1132448,27434,486044,143512,284820,300160,na,na,na,na,na,na,41760,39665.11,2639698,2639698,2641108,12317.0,670,19052,215500,2180570,1209600,45496,0,66,0,1873031.04,0,305179.2,72,452,na,na,na,na,na,na,na,na,na,na,164,170,2639698,na,na,na,na,na,na,na,na,na,na,na,36,58,1847274,843450,0,34,0,0,1891256,1552,664,0,0,0,0,0,0,0,0,13008,7454,2522,3540000,581482,54280,8762,11880,3996,2599486,2566,0,0,9665130,1103.38,824,na,na,na,na,na,na,na,na,na,na,0,0
neg,10646,na,0,na,0,0,0,0,138,20800,182096,378032,200290,6906,0,0,320722,0,0,0,11484,16548,782222,769522,240006,14656,0,0,0,0,0,0,38958,26206,8284,21792,6152,58100,185806,167304,275660,0,2006,386,446,1184,215676,568374,190,0,0,0,296472,398432,63908,22326,4508,1518,836,244,18,0,1033886,0,238,486,40,320722,4052,205006,34876,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,238900,10646.32,1033886,1033886,1035152,2734,99238,102774,1032640,788262,1209600,0,na,na,na,715727.04,0,70710.72,na,na,0,0,40156,376222,254486,111504,4432,1290,172,0,na,34,1033886,na,1898,104,93838,31260,41218,569006,49008,1930,0,0,na,na,na,na,na,na,na,na,na,482,60,0,0,0,0,0,0,0,0,1966,1004,336,0,0,9646,1482,4869060,507902,0,834,0,0,9646400,na,na,74364,64126,508298,101134,27442,7574,3740,1106,478,0,0,0
neg,43538,na,106,98,0,0,0,0,0,0,71426,1609040,1132844,191432,8652,1054,1347352,0,0,0,0,0,2662404,2264490,585858,324806,0,0,0,0,246,56,0,0,0,0,0,22536,1619210,279292,1093410,0,1880,554,856,13444,1300484,1696386,844,0,0,0,777068,1007420,409152,286576,201416,141778,109638,80936,464,0,3248914,106,36,1042,18,1347352,37566,298598,285020,220440,210400,na,na,na,na,na,na,148280,43538.76,3248914,3248914,3236094,16634,152164,77002,821900,3014448,1209600,63218,0,66,0,2651625.6,48.96,360546.24,0,0,0,0,0,474664,1752248,678986,96440,10644,1454,12,2,10,3248914,na,4374,534,74104,206644,128860,1976256,604298,19250,128,0,180,184,894712,49618,0,13162,0,12,2704124,2050,250,0,0,0,50,0,0,0,0,21466,43112,8172,0,0,66994,10056,7578620,1196258,0,0,0,0,3818410,1283.92,1314,391454,580084,423094,255894,613132,456028,198514,63764,32484,0,0,0
neg,41322,na,54,54,0,0,0,0,0,0,4230,247364,1836108,722400,18982,604,1245864,0,0,0,0,0,2558094,2267678,355060,245492,0,0,0,0,238,100,0,0,0,0,0,34242,744752,981888,1068806,0,4032,848,1200,19930,1786868,1006196,10614,0,0,0,910916,717282,269178,246960,277962,309502,97888,0,0,0,2913500,0,1352,760,4,1245864,32924,195790,158352,155000,131760,na,na,na,na,na,na,63700,41321.07,2913500,2913500,2923232,17351.0,5304,46576,489240,2829688,1209600,95706,0,64,0,2505310.08,0,320210.88,0,0,0,0,0,79700,749960,1410454,547894,36566,4474,640,0,4,2913500,na,5998,520,100822,188914,136632,1911478,468110,17010,204,0,92,896,2395476,58672,0,7550,0,20,2530866,1568,420,0,0,0,0,0,0,0,0,17086,37760,6752,0,0,78904,15306,478180,67622,0,0,0,0,2335130,860.92,1048,344088,610724,419588,201068,411762,396762,259726,99810,84730,1430,0,0
neg,186,0,10,na,0,0,0,0,0,6218,8214,2736,974,0,0,0,3364,0,0,0,4596,6964,10140,10996,9266,1312,0,0,0,0,20,34,0,0,0,0,0,0,0,0,18142,0,138,0,18,794,110,1662,5744,9644,32,0,9886,4150,2568,590,250,450,106,128,10,4,24028,0,8,6,0,3364,232,4562,4680,na,na,na,na,na,na,na,na,9020,185.32,24028,24028,24402,69.0,48,2278,23680,18196,1209600,0,na,na,na,11632.32,0,5636.16,0,16,0,18,6856,2422,3096,5728,22,0,0,0,na,0,24028,0,982,14,1160,814,572,2444,10732,1348,76,0,na,na,na,na,na,na,na,na,na,72,38,0,0,0,0,0,0,0,0,362,0,0,0,0,364,64,71680,7968,0,0,0,0,0,111.56,56,6928,3606,886,244,578,818,2704,2378,0,0,0,0
neg,1146662,na,8012,na,0,0,0,0,43020,2649890,19798982,26782466,8673502,1349790,42998,0,31772398,0,0,na,1822192,2422394,53731170,50634622,14783272,3703092,32,0,0,0,10260,5186,0,0,0,0,0,100788,741870,25404602,33093388,0,73156,386168,3047796,13750894,26507958,15574610,60,6,0,0,10095960,21718040,12291054,5780046,2862562,1814514,1244756,1236012,1111964,1185740,70341582,12192,17908,10944,0,31772398,716520,10127790,4623722,157140,298560,246840,244420,232200,259400,219780,291040,14860,1146661.61,70341582,70341582,70206992,277715.0,2231568,na,94240,59340648,1209600,0,na,na,na,52517275.2,0,6786661.44,6490,15516,0,823284,11852816,26389730,14253790,5141148,777066,90020,12692,102,na,0,70341582,na,40370,8780,2200090,3275390,2384358,46217072,4974402,239918,268,0,na,na,na,na,na,na,na,na,na,43050,1526,na,na,na,na,na,na,na,na,360986,204796,71820,84153990,13208856,1899390,251148,39586460,6933538,44812162,354478,0,0,na,24533.02,18656,7120970,5251012,2632454,1031616,2093852,3440164,3214888,33170548,1384606,538,0,0
neg,966228,2,na,74,0,0,0,0,15260,3448422,10945442,8871596,3698276,1507950,503820,79962,37012044,17530,0,na,2089496,3045714,62161376,49468486,28784158,13485782,na,0,36018,0,0,0,0,0,0,0,0,0,2805080,25888256,377392,0,21594,9382,9342,115970,486682,24940890,2487026,999842,0,0,16505034,4577088,2107930,1240380,902156,643712,500958,443512,235856,1914102,93036870,na,na,0,0,37012044,1592420,11450862,17299266,366340,352400,386960,412040,338660,346260,264760,342680,284300,966228.09,93036870,93036870,30960466,124710,na,na,1027160,29092624,1209600,0,0,120,0,56003853.12,0,30239299.2,8,2420,574,183236,3638850,5886852,7990194,4695332,3127882,2221558,825492,500758,80,na,93036870,0,21862,3608,9245624,1513290,3780618,13355450,1096684,52936,652,4,210,214,633986,207912,13336,2376,0,0,647092,0,na,na,na,na,na,na,na,na,na,967144,na,na,na,na,na,na,na,na,na,na,na,na,na,6453.82,6302,10333474,3175828,3421176,2083928,5239486,886762,1156770,2718720,54584,0,na,na
neg,41666,na,430,408,0,0,0,0,0,0,170580,1530494,1003580,100812,2340,0,1208206,0,0,0,0,0,2522788,2224382,605436,246086,0,0,0,0,462,156,0,0,0,0,2586,74954,2259514,470742,10,0,1700,540,866,6522,1701838,1096296,44,0,0,0,852264,720260,244270,219312,208842,185892,184462,191226,1278,0,3128714,62,766,134,8,1208206,28884,393734,210412,297100,214340,na,na,na,na,na,na,88380,41666.81,3128714,3128714,3094468,17521.0,144,66846,703620,2807806,1209600,100802,2,94,0,2521533.12,6235.2,277658.88,0,0,0,0,924,726966,1341170,666552,57286,12060,2736,112,0,14,3128714,na,4084,612,89308,167316,89012,1978986,465328,13120,40,0,670,418,2511956,48888,0,1902,0,20,2539792,2396,168,0,0,170,7428,0,0,0,0,16508,58562,20792,0,0,99968,13726,8644620,864674,0,0,0,0,1970300,989.88,1272,304476,603746,427882,213740,380216,431786,288644,125498,31818,0,0,0
neg,46064,na,1338,1206,0,0,0,0,0,0,4440,521034,3225888,930424,28652,0,1901476,0,0,0,0,0,3548868,2625880,1307268,838544,0,0,142,0,816,1008,0,0,0,0,0,0,9390,30092,4670956,0,4744,1894,4124,168616,2865976,1664668,416,0,0,0,2502496,992764,502388,282876,190734,212668,26512,0,0,0,4857170,0,16,664,14,1901476,90704,344812,958096,248180,260560,292260,492560,na,na,na,na,1400,46063.18,4857170,4857170,4862348,19113.0,2132,115126,7320,4710438,1209600,232034,0,372,0,3327219.84,0,1378532.16,0,0,0,0,0,85278,1119700,2635220,786708,62638,19290,1604,68,80,4857170,na,9514,1254,190758,1126154,334730,2344494,682004,21184,346,0,1200,1216,3330056,156966,310,272,0,0,3409558,5458,1644,0,0,0,0,0,0,0,0,46118,29972,5728,0,0,227416,46726,46920,11280,0,0,0,0,6063200,2595.1,2572,1465100,1211914,576738,261978,458102,304280,226948,137822,67416,140,0,0
neg,36488,na,180,136,0,0,0,0,0,0,63552,641490,1242170,393010,1958,0,1188126,0,0,0,1746,3642,2162316,1955362,667970,159188,0,0,0,0,156,80,0,0,0,0,0,173984,1367104,564230,236862,0,8092,7768,9816,21880,1114734,1169638,10252,0,0,0,969554,362084,233806,168620,143192,138504,167858,144566,13926,70,2832432,172,1098,288,2,1188126,28058,508540,158300,165660,413640,na,na,na,na,na,na,83940,36487.89,2832432,2832432,2807202,15288,10792,37936,407660,2342180,1209600,69906,0,64,0,2092349.76,0,245900.16,0,0,0,0,18996,310550,815042,1040250,147480,8722,1140,0,1104,1114,2832432,na,3612,314,50010,102426,111840,1904432,166280,3266,0,0,274,384,2024660,164322,0,10258,0,0,2108418,1454,292,0,0,0,0,0,0,0,0,14770,26488,6108,0,0,82306,16122,138420,46910,0,0,0,0,11006110,795.02,1004,263440,390298,324068,163694,395366,434876,265382,86918,17706,432,0,0
neg,16,0,6,6,0,0,0,0,0,0,0,2032,2626,0,0,0,796,0,0,0,0,0,9106,7528,9270,646,0,0,0,0,2,2,0,0,0,0,0,0,0,1008,3650,0,60,36,152,942,60,3052,356,0,0,0,3042,448,178,112,56,56,440,244,8,74,18394,0,0,2,0,796,118,7902,1360,na,na,na,na,na,na,na,na,9160,15.23,18394,18394,20540,21.0,0,1784,18260,4696,1209600,278,2,4,0,2426.88,177.6,1049.28,2,14,0,0,0,662,2986,670,336,4,0,0,0,6,18394,0,1076,12,10,186,160,1332,1452,404,26,0,6,2,2560,38,0,0,0,0,2560,54,50,0,0,0,0,0,0,1290,2088,168,0,0,0,0,74,18,2400,240,0,0,0,0,0,0.88,30,2396,1936,130,54,84,58,0,0,0,0,0,0
neg,80768,0,2130706432,74,0,0,0,0,0,0,151754,1782646,1066596,66380,604,0,2564060,0,66,0,11318,16812,5558952,4786268,2220010,586184,0,0,0,0,286,126,0,0,0,0,0,0,0,312146,2755834,0,3548,4726,9156,9692,12846,1267576,1760436,0,0,0,1170482,926158,368332,241442,122746,77570,66868,59422,27832,7128,7791876,12510,10376,3026,114,2564060,69872,1504530,713204,358380,326760,338200,349340,309440,371260,na,na,151140,80768.24,7791876,7791876,3818668,11979.0,0,38226,515800,6160586,1209600,293310,200,136,0,5321047.68,0,874933.44,302,1638,0,0,69224,993266,1477216,464450,50904,9248,3626,46,0,114,7791876,0,6032,724,248296,176528,428006,2089388,113232,5772,2,0,40,190,5377920,2599700,0,12,0,0,5378404,20168,234,0,0,0,0,0,0,0,0,40436,6780,1282,8839278,1532954,256060,41028,31100320,3108944,7557332,13626,0,0,301100,19.14,1876,438712,558390,644154,851414,89882,230840,223028,31540,20,0,0,0
neg,24,0,6,6,0,0,0,0,0,0,24,4498,5488,0,0,0,3674,0,0,0,0,0,7102,2058,25120,1920,0,0,0,0,2,2,0,0,0,0,0,0,0,2340,7670,0,134,54,90,574,410,976,7772,0,0,0,8092,740,264,120,66,60,44,392,98,134,32242,2,6,0,0,3674,264,19924,5126,na,na,na,na,na,na,na,na,24900,24.69,32242,32242,32216,32,0,2944,31960,10074,1209600,460,2,2,0,3865.92,0,5273.28,8,24,0,0,0,2238,6434,790,548,0,0,0,0,4,32242,0,998,34,30,16,574,2440,4764,1118,36,0,10,2,4880,372,0,0,0,0,4882,106,52,0,0,0,0,0,0,0,0,304,0,0,2634,460,120,22,7240,724,0,22,0,0,0,1.18,72,6612,2662,86,84,288,66,126,86,0,0,0,0
neg,58082,na,0,na,0,0,0,0,0,1412,781274,2892086,993436,66120,3222,0,2479348,7422,0,0,17424,36952,4278854,3894006,612146,314918,0,0,0,0,0,0,0,664,5372,11804,51164,56520,311280,2259912,2040834,0,4376,908,1582,2360,6668,4721628,28,0,0,0,2069542,832630,282966,223144,202440,216642,441842,468344,0,0,4909544,2,4,14,0,2479348,61450,190692,419104,124280,192640,153600,117300,1310700,1310700,1310700,1310700,13980,58082.51,4909544,4909544,4854636,23459.0,402108,370,59100,4737550,1209600,0,na,na,na,3493089.6,0,1236371.52,na,na,0,0,92684,1649662,2319504,596488,65446,12180,1586,0,na,0,4909544,na,5224,746,3586,410568,589796,1506684,2173438,47502,6,0,na,na,na,na,na,na,na,na,na,612,34,0,0,0,0,0,0,0,0,32882,4568,718,0,0,11554,1938,459960,576290,0,0,0,0,8253500,na,na,1290746,1031014,434714,178276,325600,421410,251040,223992,578156,2602,0,0
